"statelist_2015","statelist_2005","ListingStatus","tessCode","tessURL","scientificname","taxonomicauthorityid","commonname","taxonomicgroup","taxonomicrank","matchmethod","scientificnames_submitted"
"Idaho","",NA,NA,NA,"Stagnicola","https://services.itis.gov/?q=tsn:76534","Pondsnail Species Group","Mollusks","Genus","Exact Match","Stagnicola spp."
"Hawaii","Hawaii",NA,NA,NA,"Stichopus","https://services.itis.gov/?q=tsn:158348","Hawaiian Yellow-tip Sea Cucumber","Other Invertebrates","Genus","Exact Match","Stichopus sp.1, Stichopus sp.2"
"Hawaii","Hawaii",NA,NA,NA,"Frustulia creuzburgensis","https://services.itis.gov/?q=tsn:1020628","No Common Name","Other","Species","Exact Match","Frustulia creuzburgensis"
"Delaware,New Jersey,Texas,Washington","Texas",NA,NA,NA,"Hexanchus griseus","https://services.itis.gov/?q=tsn:159819","bluntnose sixgill shark","Fish","Species","Exact Match","Hexanchus griseus"
"Florida","",NA,NA,NA,"Caenidae","https://services.itis.gov/?q=tsn:101467","","Insects","Family","Exact Match","Caenidae"
"Nebraska","Nebraska",NA,NA,NA,"Stutzia dioica","https://services.itis.gov/?q=tsn:941386","Rillscale","Plants","Species","Exact Match","Atriplex suckleyi, Stutzia dioica"
"Northern Mariana Islands","Northern Mariana Islands",NA,NA,NA,"Gafrarium pectinatum","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/141914","Pectinate Venus","Mollusks","Species","Exact Match","Gafrarium pectinatum"
"Louisiana","",NA,NA,NA,"Lechea sansabeana","https://services.itis.gov/?q=tsn:834837","San Saba pinweed","Plants","Species","Followed Accepted TSN","Lechea san-sabeana"
"Tennessee","",NA,NA,NA,"Hypogastrura antra","https://services.itis.gov/?q=tsn:99972","springtail","Other Invertebrates","Species","Exact Match","Hypogastrura antra"
"Hawaii","Hawaii",NA,NA,NA,"Pristipomoides sieboldii","https://services.itis.gov/?q=tsn:168918","lavender jobfish","Fish","Species","Followed Accepted TSN","Pristipomoides sieboldi"
"Delaware","",NA,NA,NA,"Photinus floridanus","https://services.itis.gov/?q=tsn:722468","A Firefly","Insects","Species","Exact Match","Photinus floridanus"
"Florida","",NA,NA,NA,"Pocilloporidae","https://services.itis.gov/?q=tsn:53006","","Other Invertebrates","Family","Exact Match","Pocilloporidae"
"Texas","New Mexico",NA,NA,NA,"Habroscelimorpha fulgoris albilata","https://services.itis.gov/?q=tsn:933104","Pale Tiger Beetle","Insects","Subspecies","Followed Accepted TSN","Cicindela fulgoris albilata , Cicindela fulgoris albilata"
"South Carolina","Florida,South Carolina,Texas",NA,NA,NA,"Farfantepenaeus duorarum","https://services.itis.gov/?q=tsn:551574","bait shrimp","Crustaceans","Species","Fuzzy Match","Farfantepenaeus duorarum, Farfantopenaeus duorarum"
"Northern Mariana Islands","Northern Mariana Islands",NA,NA,NA,"Turbo petholatus","https://services.itis.gov/?q=tsn:70091","Tapestry Turban","Mollusks","Species","Exact Match","Turbo petholatus"
"Nebraska","Nebraska",NA,NA,NA,"Potentilla anserina","https://services.itis.gov/?q=tsn:24687","silverweed cinquefoil","Plants","Species","Exact Match","Potentilla anserina"
"Hawaii","Hawaii",NA,NA,NA,"Cymolutes lecluse","https://services.itis.gov/?q=tsn:170761","brownlined wrasse","Fish","Species","Fuzzy Match","Cymolutes lecluse, Cymolutes leclus"
"Hawaii","Hawaii",NA,NA,NA,"Janczewskia hawaiiana","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/374672","No Common Name","Plants","Species","Exact Match","Janczewskia hawaiiana"
"Nebraska,Vermont","",NA,NA,NA,"Anemone multifida var. multifida","https://services.itis.gov/?q=tsn:181858","Pacific anemone","Plants","Variety","Exact Match","Anemone multifida var. multifida"
"Tennessee","",NA,NA,NA,"Bactrurus","https://services.itis.gov/?q=tsn:93957","groundwater amphipod","Crustaceans","Genus","Exact Match","Bactrurus undescribed sp."
"Florida","",NA,NA,NA,"Phymanthus crucifer","https://services.itis.gov/?q=tsn:52794","red beaded anemone","Other Invertebrates","Species","Exact Match","Phymanthus crucifer"
"Tennessee","",NA,NA,NA,"Phemeranthus mengesii","https://services.itis.gov/?q=tsn:847599","Menges' fameflower","Plants","Species","Followed Accepted TSN","Talinum mengesii"
"Texas","New Mexico",NA,NA,NA,"Ellipsoptera nevadica olmosa","https://services.itis.gov/?q=tsn:933090","Olmos Creek Tiger Beetle","Insects","Subspecies","Followed Accepted TSN","Cicindela nevadica olmosa"
"Arkansas","",NA,NA,NA,"Cyprogenia","https://services.itis.gov/?q=tsn:80272","""Ouachita"" Fanshell","Mollusks","Genus","Exact Match","Cyprogenia sp. cf aberti"
"Arkansas","",NA,NA,NA,"Amphinaias refulgens","https://services.itis.gov/?q=tsn:984077","purple pimpleback","Mollusks","Species","Followed Accepted TSN","Quadrula refulgens"
"District of Columbia","",NA,NA,NA,"Bryocamptus zschokkei alleganiensis","https://services.itis.gov/?q=tsn:668147","Copepod sp.","Crustaceans","Subspecies","Exact Match","Bryocamptus (B.) zschokkei alleganiensis"
"Hawaii","Hawaii",NA,NA,NA,"Epigonus devaneyi","https://services.itis.gov/?q=tsn:642266","No Common Name","Fish","Species","Exact Match","Epigonus devaneyi"
"South Carolina","South Carolina",NA,NA,NA,"Molgula occidentalis","https://services.itis.gov/?q=tsn:159570","Sandy Sea Squirt","Other Invertebrates","Species","Exact Match","Molgula occidentalis"
"Louisiana","",NA,NA,NA,"Geomys breviceps sagittalis","https://services.itis.gov/?q=tsn:900244","Baird's Pocket Gopher","Mammals","Subspecies","Exact Match","Geomys breviceps sagittalis"
"District of Columbia","District of Columbia",NA,NA,NA,"Bryocamptus hutchinsoni","https://services.itis.gov/?q=tsn:667899","A Copepod","Crustaceans","Species","Exact Match","Bryocamptus (Bryocamptus) hutchinsoni, Bryocamptus Hutchinsoni"
"Hawaii","Hawaii",NA,NA,NA,"Enneapterygius atriceps","https://services.itis.gov/?q=tsn:638443","Hawaiian Triplefin","Fish","Species","Exact Match","Enneapterygius atriceps"
"Hawaii","Hawaii",NA,NA,NA,"Collembola","https://services.itis.gov/?q=tsn:99237","snow flies","Other Invertebrates","Order","Manual Match","Collembola"
"Florida","Florida,Georgia",NA,NA,NA,"Utterbackia heardi","https://services.itis.gov/?q=tsn:983772","Apalachicola floater","Mollusks","Species","Followed Accepted TSN","Anodonta heardi"
"Illinois","Illinois",NA,NA,NA,"Polyamia similaris","https://www.sciencebase.gov/catalog/file/get/56d720ece4b015c306f442d5?f=__disk__4f%2F17%2F79%2F4f177961623ebb82cc1084ca05f4d2d4ecbae7cd","a leafhopper","Other","Undetermined","Historic Match","Polyamia similaris"
"Texas","Florida,South Carolina,Texas",NA,NA,NA,"Mycteroperca bonaci","https://services.itis.gov/?q=tsn:167760","black grouper","Fish","Species","Exact Match","Mycteroperca bonaci"
"Hawaii","Hawaii",NA,NA,NA,"Leptastrea bottae","https://services.itis.gov/?q=tsn:53337","â<U+0080><U+0098>Ä<U+0080>koâ<U+0080><U+0098>akoâ<U+0080><U+0098>a","Other Invertebrates","Species","Exact Match","Leptastrea bottae"
"Florida","",NA,NA,NA,"Cerambycidae","https://services.itis.gov/?q=tsn:114497","long-horned beetles","Insects","Family","Exact Match","Cerambycidae"
"Hawaii","Hawaii",NA,NA,NA,"Calcinus laurentae","https://services.itis.gov/?q=tsn:660163","redleg calcinus","Crustaceans","Species","Exact Match","Calcinus laurentae"
"Arkansas","",NA,NA,NA,"Heterosternuta ouachita","https://services.itis.gov/?q=tsn:814708","Ouachita Diving Beetle","Insects","Species","Exact Match","Heterosternuta ouachita"
"Alaska","",NA,NA,NA,"Lithodes aequispinus","https://services.itis.gov/?q=tsn:660179","golden king crab","Crustaceans","Species","Exact Match","Lithodes aequispinus"
"Vermont","Vermont",NA,NA,NA,"Dicranella schreberiana","https://services.itis.gov/?q=tsn:16814","A Moss","Plants","Species","Exact Match","Dicranella schreberiana"
"Iowa,New Jersey","Massachusetts,Michigan,Minnesota,New York,Ohio,Rhode Island,Vermont",NA,NA,NA,"Elaphe obsoleta","https://services.itis.gov/?q=tsn:174177","Rat Snake","Reptiles","Species","Followed Accepted TSN","Elaphe obsolete, Elaphe obsoleta, Elaphe obsoleta obsoleta"
"District of Columbia","",NA,NA,NA,"Paracyclops poppei","https://services.itis.gov/?q=tsn:88735","Copepod sp.","Crustaceans","Species","Exact Match","Paracyclops poppei"
"Hawaii","Hawaii",NA,NA,NA,"Leptoseris papyracea","https://services.itis.gov/?q=tsn:53038","Papyrus Coral","Other Invertebrates","Species","Exact Match","Leptoseris papyracea"
"Hawaii","Hawaii",NA,NA,NA,"Staurastrum subtile","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/652865","No Common Name","Plants","Species","Exact Match","Staurastrum subtile"
"Delaware,Maryland","",NA,NA,NA,"Poanes massasoit massasoit","https://services.itis.gov/?q=tsn:707331","Mulberry Wing","Insects","Subspecies","Exact Match","Poanes massasoit massasoit"
"Hawaii","Hawaii",NA,NA,NA,"Porites pukoensis","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/207250","No Common Name","Other Invertebrates","Species","Exact Match","Porites pukoensis"
"Hawaii","Hawaii",NA,NA,NA,"Calotomus zonarchus","https://services.itis.gov/?q=tsn:170876","yellowbar parrotfish","Fish","Species","Exact Match","Calotomus zonarchus"
"Indiana","",NA,NA,NA,"Amblyopsis hoosieri","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/1007093","Hoosier Cavefish","Fish","Species","Exact Match","Amblyopsis hoosieri"
"Rhode Island,South Carolina","South Carolina",NA,NA,NA,"Sesarma reticulatum","https://services.itis.gov/?q=tsn:99039","heavy marsh crab","Crustaceans","Species","Exact Match","Sesarma reticulatum"
"Pennsylvania","New Jersey,Pennsylvania",NA,NA,NA,"Metarranthis","https://services.itis.gov/?q=tsn:189303","A geometrid moth","Insects","Genus","Exact Match","Metarranthis sp. near duaria, Metarranthis sp 1"
"Hawaii","Hawaii",NA,NA,NA,"Kumanoa spermatiophora","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/623711","No Common Name","Plants","Species","Exact Match","Batrachospermum spermatiophorum"
"Hawaii","Hawaii",NA,NA,NA,"Oxyurichthys heisei","https://services.itis.gov/?q=tsn:637782","Ribbon Goby","Fish","Species","Exact Match","Oxyurichthys heisei"
"Hawaii","Hawaii",NA,NA,NA,"Siphonaptera","https://services.itis.gov/?q=tsn:152732","fleas","Insects","Order","Manual Match","Siphonaptera"
"Texas","",NA,NA,NA,"Giliastrum ludens","https://services.itis.gov/?q=tsn:845233","Rio Grande gilia","Plants","Species","Followed Accepted TSN","Gilia ludens"
"Hawaii","Hawaii",NA,NA,NA,"Montipora turgescens","https://services.itis.gov/?q=tsn:52957","Lumpy Rice Coral","Other Invertebrates","Species","Exact Match","Montipora turgescens"
"Oregon","",NA,NA,NA,"Amphistichus rhodoterus","https://services.itis.gov/?q=tsn:169757","redtail surfperch","Fish","Species","Exact Match","Amphistichus rhodoterus"
"South Carolina","",NA,NA,NA,"Tellina","https://services.itis.gov/?q=tsn:81074","Tellin Clam species","Mollusks","Genus","Exact Match","Tellina sp."
"Tennessee","Tennessee",NA,NA,NA,"Liocranoides","https://services.itis.gov/?q=tsn:872377","Two-clawed spider","Arachnids","Genus","Exact Match","Liocranoides sp."
"West Virginia","",NA,NA,NA,"Utricularia gibba","https://services.itis.gov/?q=tsn:34452","humped bladderwort","Plants","Species","Exact Match","Utricularia gibba"
"Hawaii","Hawaii",NA,NA,NA,"Glossanodon struhsakeri","https://services.itis.gov/?q=tsn:162075","No Common Name","Fish","Species","Exact Match","Glossanodon struhsakeri"
"South Carolina","South Carolina",NA,NA,NA,"Glycera americana","https://services.itis.gov/?q=tsn:66106","""A polychaeate""","Other Invertebrates","Species","Exact Match","Glycera americana"
"Pennsylvania,Virginia,Wisconsin","Iowa,Minnesota,New York,North Carolina,Pennsylvania,Wisconsin",NA,NA,NA,"Lepomis megalotis","https://services.itis.gov/?q=tsn:168153","Longear Sunfish","Fish","Species","Exact Match","Lepomis megalotis"
"Florida","Florida",NA,NA,NA,"Omorgus howelli","https://services.itis.gov/?q=tsn:929944","Caracara commensal scarab","Insects","Species","Followed Accepted TSN","Trox howelli"
"Maryland,Tennessee","Maryland,Tennessee",NA,NA,NA,"Sphalloplana","https://services.itis.gov/?q=tsn:54516","A planarian","Other Invertebrates","Genus","Exact Match","Sphalloplana sp. 2, Sphalloplana sp., Sphalloplana sp 1"
"Tennessee","",NA,NA,NA,"Cicurina breviaria","https://services.itis.gov/?q=tsn:876151","funnel-web spider","Arachnids","Species","Exact Match","Cicurina breviaria"
"Hawaii","Hawaii",NA,NA,NA,"Pipturus","https://services.itis.gov/?q=tsn:19181","MÄmaki","Plants","Genus","Exact Match","Pipturus spp."
"Hawaii","Hawaii",NA,NA,NA,"Procaris hawaiiana","https://services.itis.gov/?q=tsn:659837","Hawaiian anchialine shrimp","Crustaceans","Species","Fuzzy Match","Procaris hawaiana"
"West Virginia","",NA,NA,NA,"Viola sororia var. sororia","https://services.itis.gov/?q=tsn:847691","common blue violet","Plants","Variety","Followed Accepted TSN","Viola septentrionalis"
"Florida","",NA,NA,NA,"Phrynidae","https://services.itis.gov/?q=tsn:690761","","Arachnids","Family","Exact Match","Phrynidae"
"Maryland","",NA,NA,NA,"Hylesinus fasciatus","https://services.itis.gov/?q=tsn:620571","White-banded ash bark beetle","Insects","Species","Exact Match","Hylesinus fasciatus"
"Alaska","",NA,NA,NA,"Melospiza melodia kenaiensis","https://services.itis.gov/?q=tsn:179505","Song Sparrow","Birds","Subspecies","Exact Match","Melospiza melodia kenaiensis"
"Arkansas","Arkansas",NA,NA,NA,"Scaphinotus infletus","https://services.itis.gov/?q=tsn:931825","Ground Beetle","Insects","Species","Followed Accepted TSN","Scaphinotus inflectus"
"Maryland","",NA,NA,NA,"Dasineura pellex","https://services.itis.gov/?q=tsn:123953","Ash bullet gall midge","Insects","Species","Exact Match","Dasineura pellex"
"Maryland","",NA,NA,NA,"Tropidosteptes amoenus","https://services.itis.gov/?q=tsn:105431","ash plant bug","Insects","Species","Exact Match","Tropidosteptes amoenus"
"Hawaii","Hawaii",NA,NA,NA,"Navicula tentata","https://services.itis.gov/?q=tsn:1020546","No Common Name","Other","Species","Fuzzy Match","Navicula testata"
"District of Columbia,Maryland","",NA,NA,NA,"Protandrena abdominalis","https://services.itis.gov/?q=tsn:753262","A Mining Bee","Insects","Species","Exact Match","Protandrena abdominalis"
"Tennessee","Tennessee",NA,NA,NA,"Pleuronaia gibbera","https://services.itis.gov/?q=tsn:983610","Cumberland pigtoe mussel","Mollusks","Species","Followed Accepted TSN","Pleurobema gibberum"
"Oregon","Alaska",NA,NA,NA,"Oceanodroma leucorhoa leucorhoa","https://services.itis.gov/?q=tsn:174629","Leach's Storm-Petrel","Birds","Subspecies","Exact Match","Oceanodroma leucorhoa leucorhoa"
"Texas","Texas",NA,NA,NA,"Heptispa","https://services.itis.gov/?q=tsn:838117","no common name","Insects","Genus","Exact Match","Heptispa n. sp. EGR 1 , Heptispa sp. EGR 1"
"Hawaii","Hawaii",NA,NA,NA,"Turbo sandwicensis","https://services.itis.gov/?q=tsn:70096","Hawaiian Turban, â<U+0080><U+0098>Ailea","Mollusks","Species","Exact Match","Turbo sandwicensis"
"Illinois","Illinois",NA,NA,NA,"Polyamia rossi","https://www.sciencebase.gov/catalog/file/get/56d720ece4b015c306f442d5?f=__disk__4f%2F17%2F79%2F4f177961623ebb82cc1084ca05f4d2d4ecbae7cd","a leafhopper","Other","Undetermined","Historic Match","Polyamia rossi"
"Hawaii","Hawaii",NA,NA,NA,"Halieutaea retifera","https://services.itis.gov/?q=tsn:164604","torpedo batfish","Fish","Species","Exact Match","Halieutaea retifera"
"Hawaii","Hawaii",NA,NA,NA,"Polysiphonia tuberosa","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/374693","No Common Name","Plants","Species","Exact Match","Polysiphonia tuberosa"
"Hawaii","Hawaii",NA,NA,NA,"Leptastrea purpurea","https://services.itis.gov/?q=tsn:53338","Crust Coral","Other Invertebrates","Species","Exact Match","Leptastrea purpurea"
"Nebraska","Nebraska",NA,NA,NA,"Erigeron subtrinervis","https://services.itis.gov/?q=tsn:35953","threenerve fleabane","Plants","Species","Exact Match","Erigeron subtrinervis"
"Nebraska","",NA,NA,NA,"Diodella teres","https://services.itis.gov/?q=tsn:512309","Rough Buttonweed","Plants","Species","Followed Accepted TSN","Diodia teres var. teres"
"Florida","",NA,NA,NA,"Cucumariidae","https://services.itis.gov/?q=tsn:158190","","Other Invertebrates","Family","Exact Match","Cucumariidae"
"Alaska","Alaska",NA,NA,NA,"Cladocera","https://services.itis.gov/?q=tsn:83832","water fleas","Crustaceans","Suborder","Exact Match","Cladocera, Cladocera "
"Hawaii","Hawaii",NA,NA,NA,"Archaeognatha","https://services.itis.gov/?q=tsn:624281","jumping bristletails","Insects","Order","Manual Match","Archaeognatha"
"Florida,Georgia","",NA,NA,NA,"Cryptoscatomaseter haldemani","https://services.itis.gov/?q=tsn:926942","Rare Pocket Gopher Aphodius Beetle","Insects","Species","Followed Accepted TSN","Aphodius pholetus"
"Nebraska","Pennsylvania,Rhode Island",NA,NA,NA,"Lethe anthedon anthedon","https://services.itis.gov/?q=tsn:779469","Northern Pearlyeye","Insects","Subspecies","Followed Accepted TSN","Enodia anthedon"
"Texas","Texas",NA,NA,NA,"Protoptila mara","https://services.itis.gov/?q=tsn:606306","San Marcos saddle-case caddisfly","Insects","Species","Fuzzy Match","Protoptila arca, Protoptila arca "
"Hawaii","",NA,NA,NA,"Delissea waianaeensis","https://services.itis.gov/?q=tsn:845373","No Common Name","Plants","Species","Exact Match","Delissea waianaeensis"
"Ohio","",NA,NA,NA,"Pseudacris triseriata triseriata ","https://www.sciencebase.gov/catalog/file/get/56d720ece4b015c306f442d5?f=__disk__4f%2F17%2F79%2F4f177961623ebb82cc1084ca05f4d2d4ecbae7cd","Western Chorus Frog","Other","Undetermined","Historic Match","Pseudacris triseriata triseriata "
"Florida","",NA,NA,NA,"Agariciidae","https://services.itis.gov/?q=tsn:53033","","Other Invertebrates","Family","Exact Match","Agariciidae"
"Tennessee","",NA,NA,NA,"Antrodiaetus","https://services.itis.gov/?q=tsn:847886","(a foldingdoor trap-door spider)","Arachnids","Genus","Exact Match","Antrodiaetus sp."
"Massachusetts,West Virginia","",NA,NA,NA,"Linnaea borealis var. longiflora","https://services.itis.gov/?q=tsn:536809","longtube twinflower","Plants","Variety","Followed Accepted TSN","Linnaea borealis ssp. americana"
"Connecticut","",NA,NA,NA,"Euhesma morrisoni","https://services.itis.gov/?q=tsn:716748","Morrison's Mosaic","Insects","Species","Fuzzy Match","Eucosma morrisoni"
"New Jersey,South Carolina,Washington","Connecticut,Delaware,New Jersey,New York,South Carolina,Washington",NA,NA,NA,"Melanitta nigra","https://services.itis.gov/?q=tsn:175171","Black Scoter","Birds","Species","Exact Match","Melanitta nigra"
"Florida","",NA,NA,NA,"Phyllophoridae","https://services.itis.gov/?q=tsn:158168","","Other Invertebrates","Family","Exact Match","Phyllophoridae"
"Alaska","",NA,NA,NA,"Picoides pubescens glacialis","https://services.itis.gov/?q=tsn:686302","DownyWoodpecker","Birds","Subspecies","Exact Match","Picoides pubescens glacialis"
"Hawaii","Hawaii",NA,NA,NA,"Entomacrodus marmoratus","https://services.itis.gov/?q=tsn:171168","Marbled Blenny, PÄoâ<U+0080><U+0098>o","Fish","Species","Exact Match","Entomacrodus marmoratus"
"Rhode Island","",NA,NA,NA,"Laphria champlainii","https://services.itis.gov/?q=tsn:133388","Bee-like Robber Fly","Insects","Species","Exact Match","Laphria champlainii"
"Georgia","",NA,NA,NA,"Dulichium","https://services.itis.gov/?q=tsn:40008","dulichium","Plants","Genus","Exact Match","Dulichium sp. nov.  (unpublished)"
"Hawaii","Hawaii",NA,NA,NA,"Scinaia hormoides","https://services.itis.gov/?q=tsn:11733","No Common Name","Plants","Species","Exact Match","Scinaia hormoides"
"California","",NA,NA,NA,"Dipodomys heermanni heermanni","https://services.itis.gov/?q=tsn:202359","Heermann's kangaroo rat","Mammals","Subspecies","Exact Match","Dipodomys heermanni heermanni"
"Texas","",NA,NA,NA,"Escobaria dasyacantha ssp. dasyacantha","https://services.itis.gov/?q=tsn:912760","Dense cory cactus","Plants","Subspecies","Followed Accepted TSN","Escobaria dasyacantha var. dasyacantha"
"Hawaii","Hawaii",NA,NA,NA,"Smaragdia bryanae","https://services.itis.gov/?q=tsn:70182","Hawaiian Seagrass Snail","Mollusks","Species","Fuzzy Match","Smaragdia bryannae"
"Hawaii","Hawaii",NA,NA,NA,"Goniistius vittatus","https://services.itis.gov/?q=tsn:645728","Hawaiian Morwong, KÄ«kÄkapu","Fish","Species","Followed Accepted TSN","Cheilodactylus vittatus"
"Hawaii","Hawaii",NA,NA,NA,"Tetramolopium diersingii","https://www.sciencebase.gov/catalog/file/get/56d720ece4b015c306f442d5?f=__disk__4f%2F17%2F79%2F4f177961623ebb82cc1084ca05f4d2d4ecbae7cd","No Common Name","Other","Undetermined","Historic Match","Tetramolopium diersingii"
"Hawaii","Hawaii",NA,NA,NA,"Gadella molokaiensis","https://services.itis.gov/?q=tsn:550812","No Common Name","Fish","Species","Exact Match","Gadella molokaiensis"
"Texas","",NA,NA,NA,"Euphorbia geyeri var. wheeleriana","https://services.itis.gov/?q=tsn:535349","Geyer's sandmat","Plants","Variety","Followed Accepted TSN","Chamaesyce geyeri var. wheeleriana"
"Hawaii","Hawaii",NA,NA,NA,"Parantipathes","https://services.itis.gov/?q=tsn:51975","No Common Name","Other Invertebrates","Genus","Exact Match","Parantipathes"
"Florida","",NA,NA,NA,"Syrphidae","https://services.itis.gov/?q=tsn:139621","","Insects","Family","Exact Match","Syrphidae "
"Hawaii","Hawaii",NA,NA,NA,"Heteractis malu","https://services.itis.gov/?q=tsn:611996","Hawaii Sand Anemone","Other Invertebrates","Species","Exact Match","Heteractis malu"
"Hawaii","Hawaii",NA,NA,NA,"Caranx lugubris","https://services.itis.gov/?q=tsn:168613","black jack","Fish","Species","Fuzzy Match","Caranx lugubrius"
"West Virginia","West Virginia",NA,NA,NA,"Pseudotriton diastictus","https://services.itis.gov/?q=tsn:775914","Midland Mud Salamander","Amphibians","Species","Followed Accepted TSN","Pseudotriton montanus diastictus"
"Hawaii","Hawaii",NA,NA,NA,"Clermontia","https://services.itis.gov/?q=tsn:34625","Ê»Å<U+008C>hÄ, Ê»Å<U+008C>hÄ Wai, HÄhÄ, OhÄ KÄ<U+0093>pau","Plants","Genus","Exact Match","Clermontia spp."
"Tennessee","Tennessee",NA,NA,NA,"Hypogastrura","https://services.itis.gov/?q=tsn:99918","(a viatica group springtail)","Other Invertebrates","Genus","Exact Match","Hypogastrura undescribed sp., Hypogastrura sp. Denticulata group, Hypogastrura sp. 1"
"Alaska","",NA,NA,NA,"Euphausiacea","https://services.itis.gov/?q=tsn:95496","krill","Crustaceans","Order","Fuzzy Match","Euphasiacea"
"Delaware","Delaware",NA,NA,NA,"Xestia dilucida","https://services.itis.gov/?q=tsn:771445","A Noctuid Moth","Insects","Species","Exact Match","Xestia youngii, Xestia dilucida"
"Hawaii","Hawaii",NA,NA,NA,"Enchelyurus brunneolus","https://services.itis.gov/?q=tsn:171259","No Common Name","Fish","Species","Exact Match","Enchelyurus brunneolus"
"Florida","",NA,NA,NA,"Noctuidae","https://services.itis.gov/?q=tsn:117318","cutworms","Insects","Family","Exact Match","Noctuidae"
"Alaska","Alaska",NA,NA,NA,"Oceanodroma furcata furcata","https://services.itis.gov/?q=tsn:174626","Fork-tailed Storm-Petrel","Birds","Subspecies","Exact Match","Oceanodroma furcata furcata"
"Hawaii","Hawaii",NA,NA,NA,"Calothrix sandvicensis","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/618332","No Common Name","Other","Species","Exact Match","Lophopodium sandvicense"
"Hawaii","Hawaii",NA,NA,NA,"Ipomoea","https://services.itis.gov/?q=tsn:30758","morningglory","Plants","Genus","Exact Match","Ipomoea spp."
"Hawaii","Hawaii",NA,NA,NA,"Trichogloeopsis hawaiiana","https://services.itis.gov/?q=tsn:183037","No Common Name","Plants","Species","Exact Match","Trichogloeopsis hawaiiana"
"Hawaii","Hawaii",NA,NA,NA,"Pseudopalicus oahuensis","https://services.itis.gov/?q=tsn:660753","Button Crab","Crustaceans","Species","Fuzzy Match","Pseudopalicus oahuensis, Pseudopalicus oahuensi"
"Hawaii,Texas","Florida,Hawaii,Texas",NA,NA,NA,"Seriola dumerili","https://services.itis.gov/?q=tsn:168689","greater amberjack","Fish","Species","Exact Match","Seriola dumerili"
"Texas","Texas",NA,NA,NA,"Amphinaias aurea","https://services.itis.gov/?q=tsn:983630","golden orb","Mollusks","Species","Followed Accepted TSN","Quadrula aurea, Quadrula aurea "
"Florida","",NA,NA,NA,"Pomatiidae","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/224634","","Mollusks","Family","Exact Match","Pomatiidae"
"West Virginia","",NA,NA,NA,"Salix lucida","https://services.itis.gov/?q=tsn:22554","shining willow","Plants","Species","Followed Accepted TSN","Salix lucida ssp. lucida"
"California","",NA,NA,NA,"Platanthera elegans ssp. decurtata","https://services.itis.gov/?q=tsn:894876","Point Reyes rein orchid","Plants","Subspecies","Followed Accepted TSN","Piperia elegans ssp. decurtata"
"Tennessee","",NA,NA,NA,"Hadenoecinae","https://services.itis.gov/?q=tsn:657519","cave crickets","Insects","Subfamily","Fuzzy Match","Hadenoecini sp."
"Hawaii","Hawaii",NA,NA,NA,"Codium extricatum","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/211717","No Common Name","Plants","Species","Exact Match","Codium extricatum"
"Florida","",NA,NA,NA,"Crangonyctidae","https://services.itis.gov/?q=tsn:95080","","Crustaceans","Family","Exact Match","Crangonyctidae"
"Ohio","",NA,NA,NA,"Faxonius raymondi","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/885340","Norwood River Crayfish","Crustaceans","Species","Exact Match","Orconectes raymondi"
"Texas","Texas",NA,NA,NA,"Notolomus","https://services.itis.gov/?q=tsn:616947","no common name","Insects","Genus","Exact Match","Notolomus n. sp. TAC 2 , Notolomus n. sp. TAC 1 , Notolomus sp. TAC 1, Notolomus sp. TAC 2"
"Hawaii","Hawaii",NA,NA,NA,"Fernandosiphonia ecorticata","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/374667","No Common Name","Plants","Species","Exact Match","Fernandosiphonia ecorticata"
"California","California",NA,NA,NA,"Spilogale gracilis amphialus","https://services.itis.gov/?q=tsn:727403","Channel Islands spotted skunk","Mammals","Subspecies","Exact Match","Spilogale gracilis amphiala, Spilogale gracilis amphialus"
"Hawaii","Hawaii",NA,NA,NA,"Stenopus earlei","https://services.itis.gov/?q=tsn:659835","twostripe coral shrimp","Crustaceans","Species","Fuzzy Match","Stenopus earlei, Stenopus earle"
"Alaska","",NA,NA,NA,"Clinocardium nuttallii","https://services.itis.gov/?q=tsn:80873","Nuttall cockle","Mollusks","Species","Exact Match","Clinocardium nuttallii"
"Hawaii","Hawaii",NA,NA,NA,"Melicope","https://services.itis.gov/?q=tsn:196012","No Common Name","Plants","Genus","Exact Match","Pelea spp., Melicope cf. knudsenii, Melicope sp. nov."
"Florida","Florida",NA,NA,NA,"Mycetophyllia daniana","https://services.itis.gov/?q=tsn:53480","Low-ridge Cactus Coral","Other Invertebrates","Species","Fuzzy Match","Mycetophyllia danaana, Mycetophyllia danaana "
"Oregon","Oregon",NA,NA,NA,"Oncopodura alpa","https://services.itis.gov/?q=tsn:99882","Malheur Cave Springtail","Other Invertebrates","Species","Fuzzy Match","Oncopodura mala"
