"scientificname","commonname","scientificnames_submitted","statelist_2005","statelist_2015","sgcn2005","sgcn2015","change","listingStatus","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154"
"Lota lota","Burbot","Lota lota","Connecticut,Idaho,Iowa,Kentucky,Maine,Massachusetts,New Hampshire,Ohio,Pennsylvania,Wyoming","Alaska,Connecticut,Idaho,Illinois,Iowa,Kentucky,Maine,Massachusetts,Nebraska,New Hampshire,North Dakota,Ohio,Pennsylvania,Washington,Wyoming",10,15,-5," ""STATUS"": ""RT""","{""DPS"": ""0"""," ""TSN"": ""164725"""," ""FAMILY"": ""Gadidae"""," ""SPCODE"": ""E0A1"""," ""STATUS"": ""RT"""," ""result"": true"," ""COMNAME"": ""Kootenai River burbot"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""Burbot"," Kootenai River"""," ""SCINAME"": ""Lota lota"""," ""VIPCODE"": ""V01"""," ""criteria"": ""164725"""," ""ENTITY_ID"": ""6865"""," ""queryType"": ""TSN"""," ""dateCached"": ""2017-07-07T13:51:36.021383"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""1"""," ""listingStatus"": [{""STATUS"": ""Resolved Taxon"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lupinus crassus","Payson lupine","Lupinus crassus","","Colorado",0,1,-1," ""STATUS"": ""SC""","{""DPS"": ""0"""," ""TSN"": ""25996"""," ""FAMILY"": ""Fabaceae"""," ""SPCODE"": ""Q2PT"""," ""STATUS"": ""SC"""," ""result"": true"," ""COMNAME"": ""No common name"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""No common name"""," ""SCINAME"": ""Lupinus crassus"""," ""VIPCODE"": ""P01"""," ""criteria"": ""Lupinus crassus"""," ""ENTITY_ID"": ""2489"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-19T13:13:20.078261"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""6"""," ""listingStatus"": [{""STATUS"": ""Species of Concern"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]"," ""REFUGE_OCCURRENCE"": null}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lygodesmia grandiflora var. doloresensis","Dolores River skeletonplant","Lygodesmia doloresensis","","Colorado",0,1,-1," ""STATUS"": ""RT""","{""DPS"": ""0"""," ""TSN"": ""503620"""," ""FAMILY"": ""Asteraceae"""," ""SPCODE"": ""Q2PW"""," ""STATUS"": ""RT"""," ""result"": true"," ""COMNAME"": ""Dolores desert pink"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""Desert pink"," Dolores"""," ""SCINAME"": ""Lygodesmia doloresensis"""," ""VIPCODE"": ""P01"""," ""criteria"": ""Lygodesmia doloresensis"""," ""ENTITY_ID"": ""7213"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-09T19:06:09.115416"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""6"""," ""listingStatus"": [{""STATUS"": ""Resolved Taxon"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]"," ""REFUGE_OCCURRENCE"": null}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lynx canadensis","Canada Lynx","Lynx canadensis","Colorado,Idaho,Maine,Michigan,Minnesota,Montana,New Hampshire,New York,Utah,Vermont,Washington,Wyoming","Colorado,Maine,Minnesota,New Hampshire,Utah,Vermont,Washington,Wyoming",12,8,4," ""STATUS"": ""T""","{""DPS"": ""1"""," ""TSN"": ""180585"""," ""FAMILY"": ""Felidae"""," ""SPCODE"": ""A073"""," ""STATUS"": ""T"""," ""result"": true"," ""COMNAME"": ""Canada Lynx"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""Lynx"," Canada"""," ""SCINAME"": ""Lynx canadensis"""," ""VIPCODE"": ""V01"""," ""criteria"": ""Lynx canadensis"""," ""ENTITY_ID"": ""24"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-18T16:50:46.249729"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""6"""," ""listingStatus"": [{""STATUS"": ""Threatened"""," ""POP_DESC"": ""Wherever Found in Contiguous U.S."""," ""POP_ABBREV"": ""Contiguous U.S. DPS"""," ""LISTING_DATE"": ""2000-03-24""}]"," ""REFUGE_OCCURRENCE"": ""Rice Lake National Wildlife Refuge"," Little Pend Oreille National Wildlife Refuge"," Aroostook National Wildlife Refuge"," Silvio O. Conte National Fish and Wildlife Refuge-Nulhegan Basin Division"," Swan Valley Conservation Area"," Swan River National Wildlife Refuge"," Benton Lake Wetland Management District""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macrhybopsis gelida","Sturgeon Chub","Macrhybopsis gelida","Arkansas,Illinois,Iowa,Kansas,Kentucky,Mississippi,Missouri,Montana,Nebraska,North Dakota,South Dakota,Tennessee,Wyoming","Illinois,Iowa,Kansas,Kentucky,Louisiana,Mississippi,Missouri,Montana,Nebraska,North Dakota,South Dakota,Tennessee,Wyoming",13,13,0," ""STATUS"": ""RT""","{""DPS"": ""0"""," ""TSN"": ""163866"""," ""FAMILY"": ""Cyprinidae"""," ""SPCODE"": ""E05O"""," ""STATUS"": ""RT"""," ""result"": true"," ""COMNAME"": ""Sturgeon chub"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""Chub"," sturgeon"""," ""SCINAME"": ""Macrhybopsis gelida"""," ""VIPCODE"": ""V01"""," ""criteria"": ""163866"""," ""ENTITY_ID"": ""4584"""," ""queryType"": ""TSN"""," ""dateCached"": ""2017-07-07T11:01:39.343678"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""6"""," ""listingStatus"": [{""STATUS"": ""Resolved Taxon"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]"," ""REFUGE_OCCURRENCE"": null}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macrhybopsis meeki","Sicklefin Chub","Macrhybopsis meeki","Arkansas,Illinois,Iowa,Kansas,Kentucky,Mississippi,Missouri,Montana,Nebraska,North Dakota,South Dakota,Tennessee","Arkansas,Illinois,Iowa,Kansas,Kentucky,Louisiana,Mississippi,Missouri,Montana,Nebraska,North Dakota,South Dakota,Tennessee",12,13,-1," ""STATUS"": ""RT""","{""DPS"": ""0"""," ""TSN"": ""163868"""," ""FAMILY"": ""Cyprinidae"""," ""SPCODE"": ""E05N"""," ""STATUS"": ""RT"""," ""result"": true"," ""COMNAME"": ""Sicklefin chub"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""Chub"," sicklefin"""," ""SCINAME"": ""Macrhybopsis meeki"""," ""VIPCODE"": ""V01"""," ""criteria"": ""163868"""," ""ENTITY_ID"": ""4498"""," ""queryType"": ""TSN"""," ""dateCached"": ""2017-07-07T14:17:28.085035"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""6"""," ""listingStatus"": [{""STATUS"": ""Resolved Taxon"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]"," ""REFUGE_OCCURRENCE"": null}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Martes pennanti","Fisher","Martes pennanti","Idaho,Montana,North Carolina,Ohio,Oregon,Tennessee,Virginia,Wyoming","New Jersey,Tennessee,Wyoming",8,3,5," ""result"": true","{""DPS"": ""1"""," ""TSN"": ""180560"""," ""FAMILY"": ""Mustelidae"""," ""SPCODE"": ""A0HS"""," ""result"": true"," ""COMNAME"": ""Fisher"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""Fisher"""," ""SCINAME"": ""Martes pennanti"""," ""VIPCODE"": ""V03"""," ""criteria"": ""Martes pennanti"""," ""ENTITY_ID"": ""10006"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-09T18:56:16.132847"""," ""listingStatus"": [{""STATUS"": ""Under Review in the Candidate or Petition Process"""," ""POP_DESC"": ""Northern Rocky Mountains DPS"""," ""POP_ABBREV"": ""Northern Rocky Mountains DPS""}"," {""STATUS"": ""Resolved Taxon"""," ""POP_DESC"": ""West coast DPS"""," ""POP_ABBREV"": ""West coast DPS""}]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melanerpes lewis","Lewis''s Woodpecker","Melanerpes lewis","Arizona,California,Colorado,Idaho,Kansas,Montana,Nebraska,Nevada,New Mexico,Oklahoma,Oregon,South Dakota,Utah,Washington,Wyoming","Arizona,Colorado,Idaho,Montana,Nebraska,Nevada,New Mexico,Oregon,South Dakota,Utah,Washington,Wyoming",15,12,3," ""STATUS"": ""SC""","{""DPS"": ""0"""," ""TSN"": ""178196"""," ""FAMILY"": ""Picidae"""," ""SPCODE"": ""B0HQ"""," ""STATUS"": ""SC"""," ""result"": true"," ""COMNAME"": ""Lewis's Woodpecker"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""Woodpecker"," Lewis's"""," ""SCINAME"": ""Melanerpes lewis"""," ""VIPCODE"": ""V01"""," ""criteria"": ""178196"""," ""ENTITY_ID"": ""10400"""," ""queryType"": ""TSN"""," ""dateCached"": ""2017-07-07T14:25:14.448683"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""6"""," ""listingStatus"": [{""STATUS"": ""Species of Concern"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mentzelia albicaulis","White-stem Blazing-star","Mentzelia albicaulis","","Nebraska",0,1,-1," ""STATUS"": ""SU""","{""DPS"": ""0"""," ""TSN"": ""503757"""," ""FAMILY"": ""Loasaceae"""," ""SPCODE"": ""Q3IG"""," ""STATUS"": ""SU"""," ""result"": true"," ""COMNAME"": ""White-stemmed evening-star"""," ""INVNAME"": ""Evening-star"," White-stemmed"""," ""SCINAME"": ""Mentzelia albicaulis"""," ""VIPCODE"": ""P01"""," ""criteria"": ""Mentzelia albicaulis"""," ""ENTITY_ID"": ""6247"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-07T21:16:25.978270"""," ""listingStatus"": [{""STATUS"": ""Status Undefined"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimulus gemmiparus","Budding monkey flower","Mimulus gemmiparus","","Colorado",0,1,-1," ""STATUS"": ""RT""","{""DPS"": ""0"""," ""TSN"": ""33315"""," ""FAMILY"": ""Scrophulariaceae"""," ""SPCODE"": ""Q182"""," ""STATUS"": ""RT"""," ""result"": true"," ""COMNAME"": ""Rocky Mountain monkeyflower"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""Monkeyflower"," Rocky Mountain"""," ""SCINAME"": ""Mimulus gemmiparus"""," ""VIPCODE"": ""P01"""," ""criteria"": ""Mimulus gemmiparus"""," ""ENTITY_ID"": ""2386"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-09T17:26:25.954939"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""6"""," ""listingStatus"": [{""STATUS"": ""Resolved Taxon"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]"," ""REFUGE_OCCURRENCE"": null}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monotropa uniflora","Indian-pipe","Monotropa uniflora","Nebraska","Nebraska",1,1,0," ""STATUS"": ""SC""","{""DPS"": ""0"""," ""TSN"": ""23778"""," ""FAMILY"": ""Ericaceae"""," ""SPCODE"": ""Q18Q"""," ""STATUS"": ""SC"""," ""result"": true"," ""COMNAME"": ""Indian pipe"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""Pipe"," Indian"""," ""SCINAME"": ""Monotropa uniflora"""," ""VIPCODE"": ""P01"""," ""criteria"": ""23778"""," ""ENTITY_ID"": ""4163"""," ""queryType"": ""TSN"""," ""dateCached"": ""2017-07-07T11:13:30.883113"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""4"""," ""listingStatus"": [{""STATUS"": ""Species of Concern"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]"," ""REFUGE_OCCURRENCE"": null}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes","Black-footed Ferret","Mustela nigripes","Arizona,Colorado,Kansas,Montana,North Dakota,South Dakota,Texas,Utah,Wyoming","Arizona,Colorado,Kansas,Montana,New Mexico,North Dakota,South Dakota,Texas,Utah,Wyoming",9,10,-1," ""result"": true","{""DPS"": ""0"""," ""TSN"": ""180557"""," ""FAMILY"": ""Mustelidae"""," ""SPCODE"": ""A004"""," ""result"": true"," ""COMNAME"": ""Black-footed ferret"""," ""COUNTRY"": ""3"""," ""INVNAME"": ""Ferret"," black-footed"""," ""SCINAME"": ""Mustela nigripes"""," ""VIPCODE"": ""V01"""," ""criteria"": ""Mustela nigripes"""," ""ENTITY_ID"": ""5"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-09T16:47:48.595364"""," ""listingStatus"": [{""STATUS"": ""Endangered"""," ""POP_DESC"": ""Wherever found"," except where listed as an experimental population"""," ""POP_ABBREV"": ""Wherever found"," except where listed as an experimental population"""," ""LISTING_DATE"": ""1967-03-11""}"," {""STATUS"": ""Experimental Population"," Non-Essential"""," ""POP_DESC"": ""U.S.A. (WY and specified portions of AZ"," CO"," MT"," SD"," and UT"," see 17.84(g)(9))"""," ""POP_ABBREV"": ""U.S.A. (WY and specified portions of AZ"," CO"," MT"," SD"," and UT"," see 17.84(g)(9))"""," ""LISTING_DATE"": ""1991-08-21""}]"," ""REFUGE_OCCURRENCE"": ""UL Bend National Wildlife Refuge""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis evotis","Long-eared Myotis","Myotis evotis","California,Nevada,North Dakota,Wyoming","Arizona,California,Nevada,North Dakota,Wyoming",4,5,-1," ""STATUS"": ""SC""","{""DPS"": ""0"""," ""TSN"": ""179995"""," ""FAMILY"": ""Vespertilionidae"""," ""SPCODE"": ""A0H6"""," ""STATUS"": ""SC"""," ""result"": true"," ""COMNAME"": ""Long-eared myotis"""," ""COUNTRY"": ""3"""," ""INVNAME"": ""Myotis"," long-eared"""," ""SCINAME"": ""Myotis evotis"""," ""VIPCODE"": ""V01"""," ""criteria"": ""Myotis evotis"""," ""ENTITY_ID"": ""3399"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-10T12:27:11.010318"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""6"""," ""listingStatus"": [{""STATUS"": ""Species of Concern"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]"," ""REFUGE_OCCURRENCE"": null}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis grisescens","Gray Bat","Myotis grisescens","Alabama,Arkansas,Florida,Georgia,Illinois,Indiana,Kansas,Kentucky,Mississippi,Missouri,North Carolina,Oklahoma,Tennessee,Virginia","Alabama,Arkansas,Florida,Georgia,Illinois,Indiana,Kansas,Kentucky,Mississippi,Missouri,North Carolina,Oklahoma,Tennessee,Virginia",14,14,0," ""STATUS"": ""E""","{""DPS"": ""0"""," ""TSN"": ""179997"""," ""FAMILY"": ""Vespertilionidae"""," ""SPCODE"": ""A04J"""," ""STATUS"": ""E"""," ""result"": true"," ""COMNAME"": ""Gray bat"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""Bat"," gray"""," ""SCINAME"": ""Myotis grisescens"""," ""VIPCODE"": ""V01"""," ""criteria"": ""Myotis grisescens"""," ""ENTITY_ID"": ""21"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-19T19:41:46.930157"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""3"""," ""listingStatus"": [{""STATUS"": ""Endangered"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found"""," ""LISTING_DATE"": ""1976-04-28""}]"," ""REFUGE_OCCURRENCE"": ""Ozark Plateau National Wildlife Refuge"," Fern Cave National Wildlife Refuge"," Sauta Cave National Wildlife Refuge"," Wheeler National Wildlife Refuge"," Ozark Cavefish National Wildlife Refuge"," Pilot Knob National Wildlife Refuge"," Middle Mississippi River National Wildlife Refuge"," Logan Cave National Wildlife Refuge"," Key Cave National Wildlife Refuge"," Cahaba River National Wildlife Refuge""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
