"scientificname","statelist_2015","Montana","Wyoming","Colorado","North Dakota","South Dakota","Nebraska","Kansas"
"Quadrula quadrula","Iowa,North Dakota,Pennsylvania,South Dakota,West Virginia,Wisconsin",0,0,0,1,1,0,0
"Quercus alba","Nebraska",0,0,0,0,0,1,0
"Quercus marilandica var. marilandica","Nebraska",0,0,0,0,0,1,0
"Rallus elegans","Alabama,Arkansas,Connecticut,Delaware,Florida,Georgia,Illinois,Indiana,Iowa,Kentucky,Louisiana,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Nebraska,New Jersey,New York,North Carolina,Ohio,Oklahoma,Pennsylvania,Rhode Island,South Carolina,Tennessee,Texas,Virginia,Wisconsin",0,0,0,0,0,1,0
"Rallus limicola","Arizona,Connecticut,Delaware,District of Columbia,Indiana,Kentucky,Minnesota,Missouri,New Jersey,North Carolina,Ohio,Pennsylvania,Rhode Island,South Carolina,Tennessee,Virginia,West Virginia,Wyoming",0,1,0,0,0,0,0
"Rana luteiventris","Idaho,Nevada,Oregon,Utah,Washington,Wyoming",0,1,0,0,0,0,0
"Ranunculus fascicularis","Nebraska,South Carolina",0,0,0,0,0,1,0
"Ranunculus glaberrimus var. ellipticus","Nebraska",0,0,0,0,0,1,0
"Ranunculus hispidus var. caricetorum","Nebraska,West Virginia",0,0,0,0,0,1,0
"Ranunculus inamoenus var. inamoenus","Nebraska",0,0,0,0,0,1,0
"Ranunculus recurvatus var. recurvatus","Nebraska",0,0,0,0,0,1,0
"Ranunculus rhomboideus","Nebraska",0,0,0,0,0,1,0
"Ranunculus sceleratus var. multifidus","Nebraska",0,0,0,0,0,1,0
"Ratibida tagetes","Nebraska",0,0,0,0,0,1,0
"Recurvirostra americana","Delaware,Florida,Kansas,Nevada,North Carolina,North Dakota,South Carolina",0,0,0,1,0,0,1
"Regina grahamii","Arkansas,Illinois,Iowa,Missouri,Nebraska",0,0,0,0,0,1,0
"Reithrodontomys fulvescens","Arizona,Kansas",0,0,0,0,0,0,1
"Reithrodontomys montanus","Arizona,Arkansas,Wyoming",0,1,0,0,0,0,0
"Reithrodontomys montanus griseus","Nebraska",0,0,0,0,0,1,0
"Rhinichthys atratulus","Connecticut,Massachusetts,Mississippi,Nebraska,Rhode Island",0,0,0,0,0,1,0
"Rhinichthys obtusus","Kansas,South Carolina",0,0,0,0,0,0,1
"Rhinichthys osculus thermalis","Wyoming",0,1,0,0,0,0,0
"Rhinocheilus lecontei","Colorado,Kansas",0,0,1,0,0,0,1
"Rhithrogena flavianula","Colorado",0,0,1,0,0,0,0
"Rhus copallinum var. copallinum","Nebraska",0,0,0,0,0,1,0
"Rhynchophanes mccownii","Arizona,Colorado,Kansas,Nebraska,New Mexico,North Dakota,Oklahoma,Texas,Wyoming",0,1,1,1,0,1,1
"Rhyssemus neglectus","Nebraska",0,0,0,0,0,1,0
"Ribes hirtellum","Nebraska,West Virginia",0,0,0,0,0,1,0
"Rorippa tenerrima","Nebraska",0,0,0,0,0,1,0
"Rubus allegheniensis","Nebraska",0,0,0,0,0,1,0
"Rubus flagellaris","Nebraska",0,0,0,0,0,1,0
"Rubus pensilvanicus","Nebraska,West Virginia",0,0,0,0,0,1,0
"Rubus pubescens","Nebraska",0,0,0,0,0,1,0
"Rubus sachalinensis var. sachalinensis","Nebraska",0,0,0,0,0,1,0
"Rudbeckia laciniata var. ampla","Nebraska",0,0,0,0,0,1,0
"Ruellia strepens","Nebraska,South Carolina",0,0,0,0,0,1,0
"Rumex verticillatus","Massachusetts,Nebraska",0,0,0,0,0,1,0
"Sagenosoma elsa","Colorado",0,0,1,0,0,0,0
"Sagittaria graminea ssp. graminea","Nebraska",0,0,0,0,0,1,0
"Sagittaria longiloba","Nebraska",0,0,0,0,0,1,0
"Salicornia rubra","Nebraska",0,0,0,0,0,1,0
"Salix arizonica","Colorado",0,0,1,0,0,0,0
"Salix bebbiana","Nebraska",0,0,0,0,0,1,0
"Salvelinus confluentus","California,Montana,Nevada,Oregon,Washington",1,0,0,0,0,0,0
"Salvelinus namaycush","Alaska,Illinois,Maine,Montana,New Hampshire,New York,Vermont",1,0,0,0,0,0,0
"Sander canadensis","Michigan,Mississippi,Montana,New York,Vermont,Virginia,Wyoming",1,1,0,0,0,0,0
"Satyrium acadica","Iowa,Nebraska,New Jersey,Ohio,Pennsylvania,Rhode Island",0,0,0,0,0,1,0
"Satyrium calanus","Nebraska",0,0,0,0,0,1,0
"Satyrium caryaevorus","Iowa,Maryland,Nebraska,New Jersey,Ohio,Rhode Island,West Virginia",0,0,0,0,0,1,0
"Satyrium liparops","Iowa,Nebraska",0,0,0,0,0,1,0
"Satyrium titus","Florida,Maine,Nebraska,New Jersey,Pennsylvania",0,0,0,0,0,1,0
"Satyrodes eurydice fumosa","Nebraska",0,0,0,0,0,1,0
"Saussurea weberi","Colorado",0,0,1,0,0,0,0
"Scaphiopus couchii","California,Colorado",0,0,1,0,0,0,0
"Scaphirhynchus albus","Arkansas,Illinois,Iowa,Kansas,Kentucky,Louisiana,Mississippi,Missouri,Montana,Nebraska,North Dakota,South Dakota,Tennessee",1,0,0,1,1,1,1
"Scaphirhynchus platorynchus","Alabama,Iowa,Kansas,Louisiana,Mississippi,Missouri,Ohio,Oklahoma,South Dakota,Texas,West Virginia,Wyoming",0,1,0,0,1,0,1
"Sceloporus consobrinus","Wyoming",0,1,0,0,0,0,0
"Sceloporus graciosus","Nebraska,North Dakota,South Dakota,Washington",0,0,0,1,1,1,0
"Sceloporus magister","Colorado",0,0,1,0,0,0,0
"Schoenoplectus hallii","Missouri,Nebraska,Texas",0,0,0,0,0,1,0
"Schoenoplectus saximontanus","Missouri,Nebraska",0,0,0,0,0,1,0
"Scirpus cyperinus","Nebraska",0,0,0,0,0,1,0
"Scirpus georgianus","Nebraska,Vermont",0,0,0,0,0,1,0
"Scirpus microcarpus","Nebraska,West Virginia",0,0,0,0,0,1,0
"Sciurus aberti","Colorado",0,0,1,0,0,0,0
"Sciurus carolinensis","Nebraska",0,0,0,0,0,1,0
"Scleria triglomerata","Massachusetts,Nebraska,Vermont,West Virginia",0,0,0,0,0,1,0
"Sclerocactus glaucus","Colorado",0,0,1,0,0,0,0
"Sclerocactus mesae-verdae","Colorado",0,0,1,0,0,0,0
"Scolochloa festucacea","Nebraska",0,0,0,0,0,1,0
"Scolopax minor","Arkansas,Connecticut,Delaware,District of Columbia,Florida,Illinois,Iowa,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Minnesota,Mississippi,Nebraska,New Hampshire,New Jersey,New York,Ohio,Oklahoma,Pennsylvania,Rhode Island,South Carolina,Tennessee,Texas,Vermont,Virginia,West Virginia,Wisconsin",0,0,0,0,0,1,0
"Scutellaria brittonii","Nebraska",0,0,0,0,0,1,0
"Scutellaria parvula","Nebraska",0,0,0,0,0,1,0
"Sedum lanceolatum var. lanceolatum","Nebraska",0,0,0,0,0,1,0
"Selasphorus rufus","Alaska,Colorado,Nevada",0,0,1,0,0,0,0
"Senecio integerrimus var. scribneri","Nebraska",0,0,0,0,0,1,0
"Senecio spartioides","Nebraska",0,0,0,0,0,1,0
"Senna marilandica","Nebraska",0,0,0,0,0,1,0
"Setophaga cerulea","Alabama,Arkansas,Connecticut,Delaware,District of Columbia,Florida,Georgia,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Nebraska,New Hampshire,New Jersey,New York,North Carolina,Ohio,Oklahoma,Pennsylvania,Rhode Island,South Carolina,Tennessee,Texas,Vermont,Virginia,West Virginia,Wisconsin",0,0,0,0,0,1,1
"Setophaga dominica","Delaware,Kansas,Louisiana,Michigan,Missouri,Nebraska,North Carolina,South Carolina,Tennessee,Texas,Wisconsin",0,0,0,0,0,1,1
"Setophaga graciae","Arizona,Colorado,New Mexico",0,0,1,0,0,0,0
"Sigmodon hispidus","Arizona,Florida,Nebraska",0,0,0,0,0,1,0
"Silene menziesii","Nebraska",0,0,0,0,0,1,0
"Silphium integrifolium var. integrifolium","Nebraska",0,0,0,0,0,1,0
"Siphlonurus minnoi","Kansas",0,0,0,0,0,0,1
"Sistrurus catenatus","Arizona,Colorado,Illinois,Indiana,Iowa,Kansas,Minnesota,Nebraska,New Mexico,Texas,Wisconsin",0,0,1,0,0,1,1
"Sitta pygmaea","Nebraska,New Mexico,Washington,Wyoming",0,1,0,0,0,1,0
"Solidago flexicaulis","Louisiana,Nebraska",0,0,0,0,0,1,0
"Solidago speciosa var. pallida","Nebraska",0,0,0,0,0,1,0
"Somatochlora ensigera","Colorado,Iowa,Minnesota,Ohio,Wisconsin",0,0,1,0,0,0,0
"Somatochlora hudsonica","Colorado",0,0,1,0,0,0,0
"Somatochlora ozarkensis","Arkansas,Kansas,Missouri,Oklahoma",0,0,0,0,0,0,1
"Sonora semiannulata","Arkansas,Kansas,Missouri",0,0,0,0,0,0,1
"Sorex arcticus","Montana,North Dakota",1,0,0,1,0,0,0
"Sorex haydeni","Iowa,Wyoming",0,1,0,0,0,0,0
"Sorex hoyi","Alabama,Indiana,New Jersey,North Dakota,Ohio,South Carolina,Tennessee,Vermont,Wyoming",0,1,0,1,0,0,0
"Sorex hoyi montanus","Colorado",0,0,1,0,0,0,0
"Sorex merriami","Arizona,Nebraska,Nevada,North Dakota,Washington",0,0,0,1,0,1,0
"Sorex nanus","Arizona,Colorado,Montana,Nebraska,Utah,Wyoming",1,1,1,0,0,1,0
"Sorex preblei","Colorado,Nevada,Utah,Washington,Wyoming",0,1,1,0,0,0,0
"Sorex vagrans","Wyoming",0,1,0,0,0,0,0
"Sparbarus nasutus","Florida,Nebraska",0,0,0,0,0,1,0
"Sparganium emersum","Nebraska",0,0,0,0,0,1,0
"Spea bombifrons","Arkansas,Iowa,Missouri,North Dakota,Utah,Wyoming",0,1,0,1,0,0,0
"Spea intermontana","Arizona,Colorado,Nevada,Wyoming",0,1,1,0,0,0,0
"Spergularia salina","Nebraska",0,0,0,0,0,1,0
"Speyeria aphrodite","Delaware,Iowa,Nebraska,Rhode Island",0,0,0,0,0,1,0
"Speyeria atlantis pahasapa","South Dakota",0,0,0,0,1,0,0
"Speyeria callippe","Nebraska",0,0,0,0,0,1,0
"Speyeria coronis","Nebraska",0,0,0,0,0,1,0
"Speyeria idalia","Colorado,Connecticut,Delaware,Illinois,Iowa,Kansas,Minnesota,Missouri,Nebraska,New Jersey,North Dakota,Ohio,Oklahoma,Pennsylvania,South Dakota,Vermont,West Virginia,Wisconsin",0,0,1,1,1,1,1
"Speyeria nokomis nokomis","Colorado",0,0,1,0,0,0,0
"Speyeria zerene","Nebraska",0,0,0,0,0,1,0
"Sphalloplana kansensis","Kansas",0,0,0,0,0,0,1
"Spilogale putorius","Alabama,Arkansas,Florida,Georgia,Iowa,Kansas,Kentucky,Louisiana,Maryland,Minnesota,Mississippi,Nebraska,North Dakota,Oklahoma,Pennsylvania,South Carolina,Tennessee,Texas,West Virginia",0,0,0,1,0,1,1
"Spinus pinus","Alaska,Delaware,Maryland,Nebraska,Pennsylvania,West Virginia",0,0,0,0,0,1,0
"Spiranthes diluvialis","Colorado,Nebraska",0,0,1,0,0,1,0
"Spiranthes lacera var. gracilis","Nebraska",0,0,0,0,0,1,0
"Spiranthes romanzoffiana","Massachusetts,Nebraska",0,0,0,0,0,1,0
"Spiranthes vernalis","Massachusetts,Nebraska,West Virginia",0,0,0,0,0,1,0
"Spiza americana","Delaware,Illinois,Iowa,Kansas,Kentucky,Louisiana,Maryland,Michigan,Minnesota,Missouri,New Jersey,North Dakota,Ohio,Pennsylvania,South Carolina,Texas,West Virginia,Wisconsin,Wyoming",0,1,0,1,0,0,1
"Spizella breweri","Arizona,Colorado,Nebraska,Nevada,North Dakota,Wyoming",0,1,1,1,0,1,0
"Spizelloides arborea","Alaska,Delaware,Iowa,Kansas",0,0,0,0,0,0,1
"Sporobolus texanus","Nebraska",0,0,0,0,0,1,0
"Stachys hispida","Nebraska,Vermont",0,0,0,0,0,1,0
"Stanleya pinnata var. pinnata","Nebraska",0,0,0,0,0,1,0
"Staphylus hayhurstii","Florida,Iowa,Nebraska,Ohio,West Virginia",0,0,0,0,0,1,0
"Stephanomeria runcinata","Nebraska",0,0,0,0,0,1,0
"Sterna forsteri","Delaware,District of Columbia,Illinois,Iowa,Kansas,Louisiana,Maryland,Michigan,Minnesota,Nebraska,New Jersey,New York,North Carolina,South Carolina,Texas,Virginia,Wisconsin,Wyoming",0,1,0,0,0,1,1
"Sternula antillarum","Colorado,Connecticut,Delaware,Florida,Georgia,Illinois,Iowa,Kansas,Louisiana,Maine,Maryland,Massachusetts,Mississippi,Montana,New Hampshire,New Jersey,New Mexico,New York,North Carolina,Rhode Island,South Carolina,Texas,Virginia",1,0,1,0,0,0,1
"Sternula antillarum athalassos","Arkansas,Indiana,Kentucky,Louisiana,Mississippi,Missouri,Nebraska,North Dakota,Oklahoma,South Dakota,Tennessee",0,0,0,1,1,1,0
"Storeria occipitomaculata","Delaware,Iowa,Kansas,Nebraska",0,0,0,0,0,1,1
"Storeria occipitomaculata pahasapae","South Dakota,Wyoming",0,1,0,0,1,0,0
"Strix nebulosa","Alaska,California,Idaho,Oregon,Washington,Wyoming",0,1,0,0,0,0,0
"Strix occidentalis lucida","Arizona,Colorado,New Mexico,Texas,Utah",0,0,1,0,0,0,0
"Strophitus undulatus","Alabama,Delaware,Iowa,Kansas,Louisiana,Maryland,Massachusetts,Mississippi,New Hampshire,New Jersey,North Dakota,Rhode Island,South Carolina,Tennessee,Virginia,West Virginia",0,0,0,1,0,0,1
"Stuckenia filiformis ssp. occidentalis","Nebraska",0,0,0,0,0,1,0
"Sturnella magna","Arizona,Connecticut,Delaware,District of Columbia,Illinois,Iowa,Kansas,Louisiana,Maine,Maryland,Massachusetts,Minnesota,Missouri,New Hampshire,New Jersey,New York,Ohio,Pennsylvania,Rhode Island,South Carolina,Tennessee,Texas,Vermont,Virginia,West Virginia,Wisconsin",0,0,0,0,0,0,1
"Sturnella neglecta","Indiana,Iowa,Michigan,Minnesota,North Dakota,Oregon,Wisconsin",0,0,0,1,0,0,0
"Stutzia dioica","Nebraska",0,0,0,0,0,1,0
"Stylurus intricatus","Colorado,Iowa",0,0,1,0,0,0,0
"Stylurus notatus","Illinois,Iowa,Michigan,Missouri,Nebraska,Ohio,Pennsylvania,South Dakota,Virginia,West Virginia",0,0,0,0,1,1,0
"Suckleya suckleyana","Nebraska",0,0,0,0,0,1,0
"Sylvilagus aquaticus","Indiana,Kansas,Kentucky,Missouri,Oklahoma,South Carolina,Texas",0,0,0,0,0,0,1
"Sympetrum madidum","Colorado,Minnesota",0,0,1,0,0,0,0
"Symphoricarpos albus var. albus","Massachusetts,Nebraska,West Virginia",0,0,0,0,0,1,0
"Symphyotrichum ascendens","Nebraska",0,0,0,0,0,1,0
"Symphyotrichum falcatum var. falcatum","Nebraska",0,0,0,0,0,1,0
"Symphyotrichum fendleri","Nebraska",0,0,0,0,0,1,0
"Symphyotrichum lateriflorum","Nebraska",0,0,0,0,0,1,0
"Symphyotrichum subulatum","Nebraska",0,0,0,0,0,1,0
"Symphyotrichum urophyllum","Nebraska,Vermont",0,0,0,0,0,1,0
"Synaptomys borealis","Alaska,Idaho,Maine,Minnesota,Montana,New Hampshire,Vermont,Washington",1,0,0,0,0,0,0
"Synaptomys cooperi","Arkansas,Connecticut,Georgia,Iowa,Kansas,Maryland,Massachusetts,New Hampshire,New Jersey,Rhode Island,Tennessee,Vermont,West Virginia",0,0,0,0,0,0,1
"Tachopteryx thoreyi","District of Columbia,Kansas,Maryland,Michigan,New Jersey,New York,Ohio,Pennsylvania,Virginia,West Virginia",0,0,0,0,0,0,1
"Tachycineta thalassina","Nebraska",0,0,0,0,0,1,0
"Tamias minimus","Arizona,Nebraska",0,0,0,0,0,1,0
"Tamias striatus","District of Columbia,Florida,Louisiana,Nebraska,Ohio",0,0,0,0,0,1,0
"Tamiasciurus hudsonicus dakotensis","South Dakota",0,0,0,0,1,0,0
"Tantilla hobartsmithi","Colorado,Nevada,Utah",0,0,1,0,0,0,0
"Tantilla nigriceps","Nebraska,Wyoming",0,1,0,0,0,1,0
"Telesonix jamesii","Colorado",0,0,1,0,0,0,0
"Tephrosia virginiana","Nebraska",0,0,0,0,0,1,0
"Terrapene ornata","Arizona,Arkansas,Illinois,Indiana,Iowa,Louisiana,South Dakota,Texas,Wisconsin",0,0,0,0,1,0,0
"Terrapene ornata ornata","Missouri,Wyoming",0,1,0,0,0,0,0
"Thalictrum heliophilum","Colorado",0,0,1,0,0,0,0
"Thamnophis cyrtopsis","Arizona,Colorado,Oklahoma,Utah",0,0,1,0,0,0,0
"Thamnophis elegans","Nebraska",0,0,0,0,0,1,0
"Thamnophis marcianus","Kansas",0,0,0,0,0,0,1
"Thamnophis proximus","Indiana,Iowa,Nebraska,New Mexico,Tennessee,Wisconsin",0,0,0,0,0,1,0
"Thamnophis radix","Iowa,Missouri,Ohio,Wisconsin,Wyoming",0,1,0,0,0,0,0
"Thamnophis sirtalis","Colorado,District of Columbia",0,0,1,0,0,0,0
"Thamnophis sirtalis fitchi","Wyoming",0,1,0,0,0,0,0
"Thamnophis sirtalis parietalis","Wyoming",0,1,0,0,0,0,0
"Theliderma cylindrica","Alabama,Arkansas,Illinois,Indiana,Kansas,Kentucky,Louisiana,Mississippi,Missouri,Ohio,Oklahoma,Pennsylvania,Tennessee,Virginia,West Virginia",0,0,0,0,0,0,1
"Thelypodiopsis juniperorum","Colorado",0,0,1,0,0,0,0
"Thelypodium paniculatum","Colorado",0,0,1,0,0,0,0
"Thomomys bottae rubidus","Colorado",0,0,1,0,0,0,0
"Thomomys clusius","Wyoming",0,1,0,0,0,0,0
"Thomomys idahoensis","Utah,Wyoming",0,1,0,0,0,0,0
"Thomomys talpoides cheyennensis","Nebraska",0,0,0,0,0,1,0
"Thomomys talpoides pierreicolus","Nebraska",0,0,0,0,0,1,0
"Thorybes bathyllus","Iowa,Maine,Nebraska,Pennsylvania",0,0,0,0,0,1,0
"Thryothorus ludovicianus","Nebraska,South Carolina",0,0,0,0,0,1,0
"Thymallus arcticus","Alaska,Montana",1,0,0,0,0,0,0
"Townsendia fendleri","Colorado",0,0,1,0,0,0,0
"Townsendia glabella","Colorado",0,0,1,0,0,0,0
"Townsendia hookeri","Nebraska",0,0,0,0,0,1,0
"Townsendia rothrockii","Colorado",0,0,1,0,0,0,0
"Toxolasma parvum","Arkansas,Kansas,Michigan,New York,Pennsylvania,West Virginia",0,0,0,0,0,0,1
"Toxostoma curvirostre","Kansas",0,0,0,0,0,0,1
"Trachemys scripta elegans","Nebraska",0,0,0,0,0,1,0
"Tragia ramosa","Nebraska",0,0,0,0,0,1,0
"Triadenum fraseri","Nebraska,Tennessee",0,0,0,0,0,1,0
"Trichostema brachiatum","Massachusetts,Nebraska,Vermont",0,0,0,0,0,1,0
"Trifolium dasyphyllum ssp. anemophilum","Colorado",0,0,1,0,0,0,0
"Trifolium reflexum","Nebraska,Tennessee,West Virginia",0,0,0,0,0,1,0
"Triglochin palustris","Nebraska",0,0,0,0,0,1,0
"Trillium nivale","Missouri,Nebraska,West Virginia",0,0,0,0,0,1,0
"Trimerotropis salina","Nebraska",0,0,0,0,0,1,0
"Tringa flavipes","Alaska,Delaware,District of Columbia,Florida,Illinois,Iowa,Kansas,Kentucky,Maine,Maryland,New Jersey,South Carolina,Vermont",0,0,0,0,0,0,1
"Tringa melanoleuca","Delaware,Indiana,Kansas,Maine,Maryland,Minnesota,New Jersey,New York,Rhode Island,South Carolina",0,0,0,0,0,0,1
"Tringa semipalmata","Connecticut,Delaware,Maine,Maryland,Massachusetts,New Hampshire,New Jersey,New York,North Carolina,North Dakota,Rhode Island,South Carolina,South Dakota,Virginia",0,0,0,1,1,0,0
"Triodanis perfoliata ssp. biflora","Nebraska",0,0,0,0,0,1,0
"Triphora trianthophoros var. trianthophoros","Nebraska",0,0,0,0,0,1,0
"Tripterocalyx micranthus","Nebraska",0,0,0,0,0,1,0
"Tritogonia verrucosa","Illinois,Iowa,Minnesota,Nebraska,Pennsylvania,Virginia,West Virginia,Wisconsin",0,0,0,0,0,1,0
"Tropidoclonion lineatum","Arkansas,Illinois,Iowa,Minnesota,Missouri,South Dakota,Wisconsin",0,0,0,0,1,0,0
"Truncilla donaciformis","Arkansas,Iowa,Kansas,Louisiana,Michigan,Minnesota,Ohio,Pennsylvania,West Virginia,Wisconsin",0,0,0,0,0,0,1
"Truncilla truncata","Iowa,Kansas,Michigan,Mississippi,New York,North Dakota,Ohio,Pennsylvania,Virginia,West Virginia",0,0,0,1,0,0,1
"Tryngites subruficollis","Alaska,Arkansas,Delaware,Florida,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Nebraska,New York,Oklahoma,South Carolina,Tennessee,Texas",0,0,0,0,0,1,1
"Tympanuchus cupido","Colorado,Illinois,Iowa,Kansas,Kentucky,Minnesota,Missouri,Nebraska,North Dakota,Oklahoma,South Dakota,Tennessee,Texas,Wisconsin",0,0,1,1,1,1,1
"Tympanuchus pallidicinctus","Colorado,Kansas,New Mexico,Oklahoma,Texas",0,0,1,0,0,0,1
"Tympanuchus phasianellus","Idaho,Iowa,Michigan,Minnesota,Montana,North Dakota,Utah,Washington,Wisconsin",1,0,0,1,0,0,0
"Tympanuchus phasianellus columbianus","California,Colorado,Nevada,Oregon,Wyoming",0,1,1,0,0,0,0
"Tympanuchus phasianellus jamesi","Colorado",0,0,1,0,0,0,0
"Tyrannus forficatus","Kansas,Nebraska,Texas",0,0,0,0,0,1,1
"Tyrannus tyrannus","Connecticut,Delaware,Iowa,Kansas,Maine,New Jersey,Rhode Island,South Carolina,Virginia",0,0,0,0,0,0,1
"Tyrannus verticalis","Kansas,Minnesota",0,0,0,0,0,0,1
"Tyrannus vociferans","Nebraska",0,0,0,0,0,1,0
"Tyto alba","Connecticut,Delaware,Georgia,Illinois,Indiana,Iowa,Kansas,Kentucky,Maine,Maryland,Massachusetts,Michigan,Mississippi,Missouri,Nebraska,New Jersey,New York,North Carolina,Ohio,Oklahoma,Pennsylvania,Rhode Island,South Carolina,Tennessee,Virginia,West Virginia",0,0,0,0,0,1,1
"Umbra limi","Arkansas,Illinois,Iowa,Kentucky,Missouri,Ohio,Pennsylvania,South Dakota,West Virginia",0,0,0,0,1,0,0
"Uniomerus tetralasmus","Arkansas,Colorado,Iowa,Kansas,Ohio,West Virginia",0,0,1,0,0,0,1
"Urocitellus richardsonii","Minnesota,North Dakota,South Dakota",0,0,0,1,1,0,0
"Urocyon cinereoargenteus","District of Columbia,Iowa,Kansas,North Dakota,Vermont",0,0,0,1,0,0,1
"Urosaurus ornatus wrighti","Wyoming",0,1,0,0,0,0,0
"Ursus arctos","California,Colorado,Idaho,Montana,Washington",1,0,1,0,0,0,0
"Utricularia minor","Missouri,Nebraska",0,0,0,0,0,1,0
"Utterbackia suborbiculata","Florida,Iowa,Kansas,Minnesota,Missouri,Nebraska,Pennsylvania,Wisconsin",0,0,0,0,0,1,1
"Vallisneria americana","Nebraska,South Carolina",0,0,0,0,0,1,0
"Venustaconcha ellipsiformis","Arkansas,Illinois,Indiana,Iowa,Kansas,Michigan,Minnesota,Wisconsin",0,0,0,0,0,0,1
"Verbena simplex","Massachusetts,Nebraska,South Carolina,Vermont",0,0,0,0,0,1,0
"Veronicastrum virginicum","Louisiana,Massachusetts,Nebraska,South Carolina,Vermont",0,0,0,0,0,1,0
"Vertigo arthuri","South Dakota",0,0,0,0,1,0,0
"Vertigo paradoxa","Maine,Michigan,South Dakota",0,0,0,0,1,0,0
"Viburnum lentago","Nebraska,West Virginia",0,0,0,0,0,1,0
"Viola adunca var. adunca","Nebraska",0,0,0,0,0,1,0
"Viola palmata","Nebraska,Vermont",0,0,0,0,0,1,0
"Viola pedata var. pedata","Nebraska",0,0,0,0,0,1,0
"Viola vallicola","Nebraska",0,0,0,0,0,1,0
"Vireo bellii","Arkansas,Illinois,Iowa,Kansas,Kentucky,Louisiana,Minnesota,Missouri,Nebraska,Nevada,New Mexico,Ohio,Oklahoma,Tennessee,Texas,Wisconsin",0,0,0,0,0,1,1
"Vireo flavifrons","Delaware,District of Columbia,Louisiana,Maryland,Nebraska,New Jersey,Ohio,Rhode Island,South Carolina",0,0,0,0,0,1,0
"Vireo griseus","Connecticut,District of Columbia,Nebraska,South Carolina",0,0,0,0,0,1,0
"Vireo plumbeus","Nebraska",0,0,0,0,0,1,0
"Vireo vicinior","Arizona,California,Colorado,New Mexico",0,0,1,0,0,0,0
"Virginia striatula","Kansas,Tennessee",0,0,0,0,0,0,1
"Virginia valeriae","Delaware,Iowa,Kansas",0,0,0,0,0,0,1
"Vitis aestivalis var. aestivalis","Nebraska",0,0,0,0,0,1,0
"Vitis cinerea var. cinerea","Nebraska",0,0,0,0,0,1,0
"Vitis vulpina","Nebraska",0,0,0,0,0,1,0
"Vulpes macrotis","Arizona,California,Colorado,Oregon,Utah",0,0,1,0,0,0,0
"Vulpes velox","Colorado,Kansas,Nebraska,North Dakota,Oklahoma,South Dakota,Texas,Wyoming",0,1,1,1,1,1,1
"Wallengrenia egeremet","Iowa,Nebraska",0,0,0,0,0,1,0
"Wolffia brasiliensis","Nebraska",0,0,0,0,0,1,0
"Xerospermophilus spilosoma","Arizona,Kansas,Wyoming",0,1,0,0,0,0,1
"Xyrauchen texanus","Arizona,California,Colorado,Nevada,New Mexico,Utah",0,0,1,0,0,0,0
"Xyris torta","Nebraska,South Carolina,West Virginia",0,0,0,0,0,1,0
"Zapus hudsonius","Alabama,Alaska,Arizona,Colorado,Connecticut,Mississippi,New Jersey,New Mexico,Ohio,Oklahoma,Tennessee,West Virginia,Wyoming",0,1,1,0,0,0,0
"Zeltnera exaltata","Nebraska",0,0,0,0,0,1,0
"Zerene cesonia","Nebraska,Ohio",0,0,0,0,0,1,0
"Zonotrichia querula","Iowa,Kansas,Oklahoma,Texas",0,0,0,0,0,0,1
